StudentName,Lecture,FileName,ErrorMessage,シンボル,シンボルの種類,ワードA,ワードAの種類,ワードB,ワードBの種類,ワードC,ワードCの種類,発生時刻,修正時刻,修正時間,isWorking,複合数,同時修正数,CT(sec),GeneRef
NA,NA,NA,NA,SyncServer.java,"staticでないメソッドAをstaticコンテキストから参照することはできません",,,"checkRoomNum(int)",メソッド,,,,,2013/10/09 11:31:41,2013/10/09 11:35:23,0:01:51,false,2,2,111,false
NA,NA,NA,NA,SyncServer.java,"staticでないメソッドAをstaticコンテキストから参照することはできません",,,"countRoom(int)",メソッド,,,,,2013/10/09 11:31:41,2013/10/09 11:35:23,0:01:51,false,2,2,111,false
NA,NA,NA,NA,SyncClient.java,"シンボルを見つけられません","setDefaultCloseOperation(int)",メソッド,,,,,,,2013/10/03 13:40:51,2013/10/03 17:44:14,0:00:00,false,8,8,0,false
NA,NA,NA,NA,SyncClient.java,"シンボルを見つけられません","setBounds(int,int,int,int)",メソッド,,,,,,,2013/10/03 13:40:51,2013/10/03 17:44:14,0:00:00,false,8,8,0,false
NA,NA,NA,NA,SyncClient.java,"シンボルを見つけられません","setTitle(java.lang.String)",メソッド,,,,,,,2013/10/03 13:40:51,2013/10/03 17:44:14,0:00:00,false,8,8,0,false
NA,NA,NA,NA,SyncClient.java,"シンボルを見つけられません","setTitle(java.lang.String)",メソッド,,,,,,,2013/10/03 13:40:51,2013/10/03 17:44:14,0:00:00,false,8,8,0,false
NA,NA,NA,NA,TextFrame.java,"シンボルを見つけられません","DISPOSE_ON_CLOSE",変数,,,,,,,2013/10/03 13:40:51,2013/10/03 17:44:14,0:00:00,false,8,8,0,false
NA,NA,NA,NA,TextFrame.java,"シンボルを見つけられません","setBounds(int,int,int,int)",メソッド,,,,,,,2013/10/03 13:40:51,2013/10/03 17:44:14,0:00:00,false,8,8,0,false
NA,NA,NA,NA,TextFrame.java,"シンボルを見つけられません","getContentPane()",メソッド,,,,,,,2013/10/03 13:40:51,2013/10/03 17:44:14,0:00:00,false,8,8,0,false
NA,NA,NA,NA,TextFrame.java,"シンボルを見つけられません",,,,,,,,,2013/10/03 13:40:51,2013/10/03 17:44:14,0:00:00,false,8,8,0,false
NA,NA,NA,NA,SyncClient.java,"この文に制御が移ることはありません",,,,,,,,,2013/10/08 11:36:53,2013/10/08 11:38:24,0:01:31,true,1,1,91,false
NA,NA,NA,NA,SyncClient.java,"メソッドAはすでにクラスBで定義されています",,,"run()",メソッド,"gs.serverclient.SyncClient",クラス,,,2013/10/08 11:55:26,2013/10/08 11:56:00,0:00:34,true,1,1,34,false
NA,NA,NA,NA,SyncClient.java,"変数Aは初期化されていない可能性があります",,,"ock",変数,,,,,2013/10/08 19:38:35,2013/10/08 19:38:45,0:00:09,true,2,1,9,false
NA,NA,NA,NA,SyncClient.java,"例外Aは報告されません。スローするには、捕捉または宣言する必要があります",,,"java.io.IOException",例外,,,,,2013/10/08 19:38:35,2013/10/08 19:39:05,0:00:19,true,2,1,19,false
NA,NA,NA,NA,SyncServer.java,"シンボルを見つけられません","setDefaultCloseOperation(int)",メソッド,,,,,,,2013/10/03 13:40:54,2013/10/03 17:43:41,0:00:00,false,11,11,0,false
NA,NA,NA,NA,SyncServer.java,"シンボルを見つけられません","setBounds(int,int,int,int)",メソッド,,,,,,,2013/10/03 13:40:54,2013/10/03 17:43:41,0:00:00,false,11,11,0,false
NA,NA,NA,NA,SyncServer.java,"シンボルを見つけられません","setTitle(java.lang.String)",メソッド,,,,,,,2013/10/03 13:40:54,2013/10/03 17:43:41,0:00:00,false,11,11,0,false
NA,NA,NA,NA,TextFrame.java,"シンボルを見つけられません","DISPOSE_ON_CLOSE",変数,,,,,,,2013/10/03 13:40:54,2013/10/03 17:43:41,0:00:00,false,11,11,0,false
NA,NA,NA,NA,TextFrame.java,"シンボルを見つけられません","setBounds(int,int,int,int)",メソッド,,,,,,,2013/10/03 13:40:54,2013/10/03 17:43:41,0:00:00,false,11,11,0,false
NA,NA,NA,NA,TextFrame.java,"シンボルを見つけられません","getContentPane()",メソッド,,,,,,,2013/10/03 13:40:54,2013/10/03 17:43:41,0:00:00,false,11,11,0,false
NA,NA,NA,NA,TextFrame.java,"シンボルを見つけられません",,,,,,,,,2013/10/03 13:40:54,2013/10/03 17:43:41,0:00:00,false,11,11,0,false
NA,NA,NA,NA,SyncClient.java,"シンボルを見つけられません","setDefaultCloseOperation(int)",メソッド,,,,,,,2013/10/03 13:40:54,2013/10/03 17:43:41,0:00:00,false,11,11,0,false
NA,NA,NA,NA,SyncClient.java,"シンボルを見つけられません","setBounds(int,int,int,int)",メソッド,,,,,,,2013/10/03 13:40:54,2013/10/03 17:43:41,0:00:00,false,11,11,0,false
NA,NA,NA,NA,SyncClient.java,"シンボルを見つけられません","setTitle(java.lang.String)",メソッド,,,,,,,2013/10/03 13:40:54,2013/10/03 17:43:41,0:00:00,false,11,11,0,false
NA,NA,NA,NA,SyncClient.java,"シンボルを見つけられません","setTitle(java.lang.String)",メソッド,,,,,,,2013/10/03 13:40:54,2013/10/03 17:43:41,0:00:00,false,11,11,0,false
NA,NA,NA,NA,SyncServer.java,"ローカル変数frameは内部クラスからアクセスされます。finalで宣言される必要があります",,,,,,,,,2013/10/03 18:24:35,2013/10/03 18:24:49,0:00:14,true,3,1,14,false
NA,NA,NA,NA,SyncServer.java,"シンボルを見つけられません","frame",変数,,,,,,,2013/10/03 18:24:35,2013/10/03 18:25:07,0:00:08,true,3,2,8,false
